data entrega,producte,client,desti,pes,transportista
12/4/2022,producte5,client5,desti4,81,transportista5
7/11/2023,producte6,client5,desti3,66,transportista4
1/19/2023,producte6,client1,desti3,72,transportista4
7/14/2022,producte3,client3,desti5,81,transportista6
12/14/2022,producte5,client2,desti2,72,transportista1
7/27/2022,producte1,client4,desti4,75,transportista2
12/30/2024,producte2,client5,desti6,81,transportista5
11/29/2024,producte4,client1,desti3,59,transportista4
7/14/2022,producte3,client4,desti,57,transportista6
11/28/2022,producte6,client6,desti,96,transportista6
2/20/2022,producte4,client2,desti4,78,transportista1
3/25/2024,producte1,client3,desti5,61,transportista6
2/4/2022,producte4,client2,desti5,59,transportista5
12/16/2022,producte3,client1,desti4,69,transportista4
6/8/2022,producte5,client2,desti,99,transportista4
5/13/2024,producte5,client5,desti6,70,transportista6
9/29/2023,producte1,client2,desti,61,transportista2
2/1/2024,producte4,client5,desti5,54,transportista2
8/18/2022,producte6,client3,desti6,62,transportista1
4/26/2023,producte1,client3,desti,92,transportista1
5/23/2023,producte3,client4,desti3,97,transportista6
6/29/2023,producte1,client1,desti,93,transportista5
10/14/2024,producte1,client2,desti,68,transportista2
1/13/2023,producte1,client3,desti,94,transportista1
6/29/2024,producte3,client6,desti6,69,transportista2
9/2/2023,producte4,client2,desti6,69,transportista4
2/9/2024,producte2,client5,desti4,92,transportista6
2/23/2023,producte5,client2,desti3,78,transportista1
4/25/2023,producte2,client6,desti3,94,transportista2
10/26/2024,producte4,client4,desti4,100,transportista5
1/23/2023,producte6,client3,desti5,74,transportista5
1/15/2024,producte2,client3,desti5,82,transportista2
7/15/2023,producte4,client3,desti,59,transportista1
7/24/2022,producte2,client5,desti,57,transportista5
8/9/2022,producte2,client2,desti5,95,transportista6
6/1/2022,producte5,client4,desti5,80,transportista2
6/27/2024,producte5,client5,desti2,99,transportista4
7/11/2022,producte2,client5,desti5,65,transportista3
12/21/2022,producte6,client6,desti6,88,transportista3
6/20/2024,producte6,client6,desti5,95,transportista2
12/15/2022,producte1,client5,desti4,62,transportista1
1/29/2022,producte4,client5,desti4,74,transportista2
7/10/2023,producte3,client6,desti3,77,transportista4
2/17/2022,producte5,client4,desti5,88,transportista5
9/11/2022,producte4,client2,desti4,55,transportista2
5/8/2023,producte1,client1,desti4,78,transportista5
4/18/2023,producte3,client4,desti4,77,transportista1
7/15/2024,producte1,client4,desti3,98,transportista2
5/13/2022,producte6,client3,desti6,92,transportista4
3/13/2022,producte5,client6,desti6,78,transportista5
12/19/2024,producte3,client2,desti2,65,transportista1
1/30/2022,producte1,client2,desti3,88,transportista3
8/8/2023,producte2,client2,desti4,57,transportista3
12/4/2023,producte1,client4,desti2,97,transportista4
8/14/2024,producte4,client2,desti3,90,transportista3
4/8/2023,producte1,client1,desti5,69,transportista2
5/21/2022,producte4,client1,desti,91,transportista5
6/30/2022,producte2,client2,desti4,73,transportista5
7/8/2022,producte4,client2,desti5,53,transportista2
10/2/2022,producte1,client4,desti2,67,transportista1
3/3/2023,producte4,client5,desti,95,transportista1
1/10/2022,producte5,client5,desti3,86,transportista2
7/21/2024,producte5,client1,desti3,56,transportista3
5/17/2024,producte6,client2,desti4,52,transportista1
10/25/2022,producte3,client5,desti6,87,transportista5
9/2/2024,producte5,client5,desti2,85,transportista5
9/26/2022,producte4,client2,desti6,83,transportista4
1/3/2024,producte1,client5,desti2,89,transportista3
1/5/2022,producte6,client4,desti6,81,transportista6
5/28/2024,producte1,client5,desti3,69,transportista2
8/3/2024,producte4,client2,desti4,59,transportista2
7/5/2024,producte4,client1,desti,89,transportista3
8/20/2023,producte6,client1,desti4,59,transportista3
11/11/2022,producte6,client5,desti3,57,transportista3
3/20/2023,producte1,client6,desti3,98,transportista6
9/11/2024,producte5,client2,desti,50,transportista3
10/5/2022,producte3,client6,desti3,73,transportista5
2/7/2024,producte2,client2,desti5,93,transportista5
2/26/2023,producte4,client3,desti4,85,transportista3
3/14/2022,producte4,client4,desti4,71,transportista5
1/4/2024,producte3,client4,desti4,80,transportista6
1/14/2022,producte4,client4,desti6,69,transportista1
10/3/2024,producte2,client2,desti3,87,transportista3
10/4/2024,producte2,client1,desti5,83,transportista5
5/13/2023,producte5,client2,desti,57,transportista4
11/1/2022,producte6,client2,desti3,87,transportista6
12/3/2022,producte3,client3,desti4,73,transportista6
3/1/2022,producte2,client3,desti2,53,transportista6
1/26/2024,producte6,client1,desti4,74,transportista4
8/2/2024,producte2,client1,desti,58,transportista6
6/7/2022,producte3,client5,desti4,54,transportista1
12/31/2022,producte5,client5,desti5,67,transportista1
1/20/2022,producte2,client1,desti5,62,transportista4
6/24/2023,producte5,client3,desti6,74,transportista6
11/1/2023,producte4,client4,desti6,98,transportista6
9/14/2023,producte3,client6,desti2,73,transportista5
10/6/2022,producte2,client5,desti3,59,transportista3
11/6/2024,producte3,client6,desti6,100,transportista1
10/19/2023,producte2,client3,desti6,50,transportista2
12/15/2024,producte2,client5,desti5,72,transportista3
3/23/2022,producte2,client6,desti4,99,transportista1
11/20/2023,producte4,client6,desti4,62,transportista4
7/30/2022,producte4,client3,desti3,81,transportista2
1/2/2023,producte6,client3,desti2,65,transportista4
11/6/2022,producte6,client4,desti2,97,transportista6
2/4/2022,producte4,client4,desti4,72,transportista1
2/10/2022,producte3,client5,desti,61,transportista6
7/6/2023,producte2,client1,desti3,68,transportista4
1/16/2024,producte3,client3,desti2,88,transportista6
9/7/2022,producte1,client1,desti4,81,transportista2
8/15/2022,producte5,client4,desti,55,transportista2
1/21/2023,producte3,client3,desti4,68,transportista1
10/3/2024,producte5,client2,desti2,100,transportista6
12/9/2024,producte5,client1,desti3,68,transportista1
2/1/2024,producte6,client2,desti3,75,transportista6
7/8/2022,producte5,client5,desti5,87,transportista5
3/25/2024,producte6,client4,desti2,69,transportista5
12/28/2024,producte2,client5,desti2,54,transportista5
5/29/2022,producte3,client6,desti5,99,transportista3
7/8/2023,producte5,client5,desti4,87,transportista1
1/4/2022,producte6,client1,desti4,98,transportista1
5/22/2022,producte3,client1,desti4,80,transportista3
5/15/2023,producte4,client3,desti4,72,transportista4
12/6/2023,producte6,client4,desti2,84,transportista6
9/3/2022,producte4,client4,desti3,54,transportista6
7/15/2022,producte2,client6,desti3,59,transportista2
8/21/2024,producte6,client6,desti5,94,transportista6
10/25/2023,producte2,client1,desti,66,transportista4
8/4/2024,producte2,client1,desti2,94,transportista1
10/22/2024,producte1,client4,desti4,89,transportista6
5/5/2024,producte2,client2,desti2,90,transportista6
11/26/2023,producte6,client5,desti3,91,transportista4
1/9/2022,producte2,client1,desti5,98,transportista3
4/22/2024,producte2,client2,desti2,90,transportista6
7/11/2024,producte2,client6,desti3,87,transportista4
4/29/2024,producte5,client2,desti,72,transportista6
1/29/2024,producte1,client3,desti5,73,transportista2
4/29/2022,producte3,client5,desti4,80,transportista4
10/31/2023,producte3,client6,desti2,79,transportista5
3/16/2023,producte5,client1,desti,57,transportista6
5/7/2023,producte4,client5,desti6,95,transportista3
5/22/2023,producte1,client5,desti4,53,transportista1
5/7/2022,producte2,client3,desti3,97,transportista2
9/17/2023,producte4,client2,desti,56,transportista6
10/15/2022,producte5,client4,desti3,66,transportista5
9/20/2024,producte5,client6,desti5,72,transportista4
12/2/2024,producte2,client2,desti6,71,transportista4
3/7/2024,producte6,client3,desti5,66,transportista3
4/8/2022,producte2,client3,desti2,82,transportista3
6/14/2022,producte2,client3,desti6,92,transportista2
7/8/2024,producte3,client5,desti5,65,transportista4
10/1/2023,producte1,client3,desti3,89,transportista4
5/11/2023,producte4,client6,desti6,81,transportista6
10/4/2024,producte2,client4,desti,70,transportista4
6/3/2022,producte2,client3,desti,100,transportista3
7/17/2022,producte6,client6,desti3,91,transportista1
7/12/2024,producte2,client1,desti3,61,transportista4
1/10/2024,producte1,client5,desti6,80,transportista4
9/7/2023,producte2,client2,desti6,80,transportista3
5/1/2022,producte6,client3,desti4,95,transportista5
11/13/2023,producte6,client4,desti6,99,transportista6
9/17/2024,producte2,client6,desti3,96,transportista2
8/15/2023,producte1,client4,desti3,89,transportista2
5/7/2024,producte2,client6,desti4,71,transportista4
5/16/2023,producte6,client2,desti3,52,transportista1
7/22/2022,producte5,client1,desti,92,transportista2
4/4/2023,producte1,client3,desti5,63,transportista6
7/5/2023,producte1,client5,desti,69,transportista4
7/7/2024,producte3,client6,desti5,93,transportista1
2/18/2024,producte2,client4,desti6,56,transportista5
6/26/2022,producte5,client2,desti3,93,transportista4
9/2/2022,producte5,client5,desti5,79,transportista5
8/25/2024,producte2,client1,desti2,68,transportista5
3/27/2022,producte2,client6,desti4,66,transportista4
11/6/2022,producte4,client6,desti5,50,transportista3
10/1/2023,producte2,client5,desti2,59,transportista3
9/4/2023,producte1,client5,desti5,51,transportista4
4/7/2024,producte5,client4,desti6,61,transportista4
4/13/2022,producte1,client5,desti3,85,transportista2
10/14/2023,producte2,client4,desti4,63,transportista6
11/21/2022,producte6,client1,desti5,90,transportista4
8/13/2024,producte5,client2,desti3,71,transportista2
4/24/2024,producte2,client6,desti3,55,transportista5
5/22/2024,producte1,client3,desti2,65,transportista2
2/5/2022,producte5,client2,desti5,75,transportista4
7/11/2022,producte5,client3,desti4,60,transportista6
6/3/2022,producte3,client4,desti5,80,transportista5
8/11/2023,producte6,client4,desti5,84,transportista3
7/2/2023,producte5,client6,desti2,88,transportista2
6/3/2024,producte4,client4,desti6,90,transportista3
11/9/2022,producte3,client2,desti3,77,transportista4
8/5/2023,producte5,client4,desti,73,transportista3
8/21/2022,producte5,client5,desti3,74,transportista3
10/28/2024,producte1,client6,desti2,58,transportista6
3/31/2024,producte6,client3,desti,70,transportista4
3/21/2024,producte1,client4,desti5,50,transportista6
5/17/2022,producte5,client5,desti6,81,transportista2
11/5/2022,producte1,client5,desti4,97,transportista3
5/17/2022,producte5,client3,desti2,88,transportista5
5/28/2024,producte3,client5,desti6,85,transportista6
7/31/2024,producte6,client3,desti4,85,transportista5
8/18/2023,producte6,client3,desti4,69,transportista2
9/14/2022,producte2,client5,desti6,66,transportista1
9/29/2022,producte2,client6,desti2,97,transportista2
6/14/2024,producte1,client3,desti,79,transportista2
1/14/2023,producte4,client1,desti,81,transportista1
7/20/2023,producte2,client4,desti2,99,transportista3
1/8/2022,producte1,client2,desti,81,transportista4
9/15/2024,producte6,client4,desti6,54,transportista2
12/1/2023,producte3,client6,desti5,84,transportista6
12/24/2023,producte3,client1,desti6,55,transportista6
11/15/2023,producte3,client6,desti6,56,transportista5
9/9/2024,producte6,client3,desti2,66,transportista1
1/20/2023,producte2,client3,desti,59,transportista1
2/10/2023,producte1,client6,desti5,65,transportista6
9/21/2022,producte2,client6,desti,90,transportista1
10/5/2022,producte5,client3,desti,66,transportista3
12/13/2022,producte2,client6,desti5,70,transportista3
9/23/2022,producte1,client4,desti,64,transportista5
8/4/2022,producte5,client6,desti6,97,transportista1
4/6/2024,producte3,client6,desti5,93,transportista5
3/13/2024,producte4,client4,desti3,98,transportista1
7/5/2024,producte3,client2,desti4,80,transportista3
7/2/2022,producte3,client6,desti2,92,transportista3
10/10/2022,producte6,client6,desti3,79,transportista4
1/11/2022,producte4,client4,desti6,77,transportista3
9/20/2024,producte2,client5,desti6,76,transportista4
10/25/2023,producte6,client1,desti6,74,transportista4
9/24/2024,producte2,client5,desti2,54,transportista5
1/23/2023,producte5,client6,desti4,89,transportista2
4/12/2024,producte6,client2,desti4,64,transportista3
11/1/2024,producte2,client5,desti5,50,transportista1
12/10/2023,producte1,client2,desti4,86,transportista1
12/22/2023,producte3,client2,desti,97,transportista3
1/17/2023,producte4,client4,desti4,90,transportista1
1/5/2024,producte6,client5,desti4,63,transportista4
6/24/2022,producte3,client3,desti,65,transportista4
7/17/2024,producte3,client6,desti3,50,transportista5
11/6/2023,producte2,client2,desti6,72,transportista3
12/11/2023,producte3,client1,desti6,96,transportista1
2/19/2022,producte3,client4,desti4,80,transportista6
10/28/2024,producte3,client4,desti4,71,transportista3
3/4/2024,producte2,client4,desti6,100,transportista4
11/19/2023,producte6,client4,desti,68,transportista1
9/14/2024,producte5,client2,desti6,91,transportista3
3/6/2023,producte3,client5,desti2,89,transportista4
6/9/2022,producte5,client1,desti6,64,transportista2
8/12/2023,producte4,client6,desti3,54,transportista3
8/25/2022,producte6,client1,desti6,57,transportista5
9/30/2023,producte2,client2,desti2,84,transportista6
5/21/2022,producte2,client1,desti5,69,transportista2
5/21/2023,producte6,client1,desti3,82,transportista4
4/29/2023,producte2,client6,desti,79,transportista1
8/31/2024,producte6,client3,desti2,58,transportista3
8/18/2022,producte1,client6,desti,56,transportista1
5/16/2023,producte1,client2,desti5,83,transportista1
3/18/2024,producte5,client5,desti4,76,transportista4
2/12/2024,producte4,client6,desti4,87,transportista5
12/23/2022,producte3,client6,desti2,51,transportista5
10/16/2023,producte4,client1,desti3,98,transportista3
4/17/2023,producte2,client4,desti5,85,transportista5
10/13/2022,producte6,client1,desti6,58,transportista5
7/9/2022,producte6,client1,desti5,85,transportista6
6/27/2024,producte2,client1,desti5,88,transportista5
6/22/2024,producte1,client4,desti6,81,transportista6
1/22/2023,producte6,client6,desti6,50,transportista2
9/14/2022,producte3,client4,desti3,91,transportista3
8/16/2024,producte4,client4,desti6,64,transportista2
5/1/2023,producte1,client5,desti2,57,transportista3
8/6/2024,producte2,client3,desti,83,transportista5
8/4/2023,producte3,client5,desti5,51,transportista5
8/22/2023,producte3,client3,desti2,98,transportista4
10/4/2023,producte2,client5,desti5,77,transportista1
4/1/2024,producte1,client1,desti3,64,transportista5
10/10/2023,producte1,client3,desti3,98,transportista1
11/24/2023,producte6,client5,desti4,58,transportista4
10/1/2024,producte1,client1,desti,64,transportista3
10/4/2024,producte1,client5,desti5,67,transportista6
3/1/2022,producte3,client1,desti5,83,transportista5
1/27/2024,producte6,client3,desti2,65,transportista2
1/17/2023,producte6,client5,desti3,82,transportista2
8/11/2022,producte6,client2,desti2,77,transportista5
7/22/2022,producte4,client5,desti3,99,transportista3
5/7/2024,producte4,client3,desti4,87,transportista5
5/30/2022,producte1,client6,desti6,91,transportista2
7/10/2024,producte1,client3,desti6,100,transportista1
7/21/2024,producte1,client3,desti,50,transportista1
11/4/2023,producte1,client5,desti2,82,transportista2
9/10/2023,producte2,client6,desti2,63,transportista4
5/27/2023,producte1,client5,desti,69,transportista2
7/2/2024,producte3,client3,desti,73,transportista2
6/26/2024,producte4,client1,desti3,88,transportista6
3/29/2023,producte6,client2,desti,73,transportista3
1/6/2024,producte1,client4,desti5,100,transportista5
4/13/2024,producte2,client3,desti6,75,transportista3
8/11/2023,producte5,client6,desti,65,transportista1
9/25/2022,producte3,client3,desti6,79,transportista4
9/2/2022,producte4,client6,desti2,57,transportista1
2/10/2022,producte6,client4,desti4,70,transportista4
7/4/2023,producte2,client3,desti2,89,transportista6
3/19/2023,producte4,client6,desti3,82,transportista3
10/12/2024,producte1,client5,desti4,75,transportista6
3/21/2023,producte6,client4,desti2,87,transportista6
5/9/2023,producte4,client1,desti2,89,transportista1
3/16/2023,producte5,client5,desti3,84,transportista3
6/23/2022,producte4,client5,desti,81,transportista6
3/16/2022,producte3,client6,desti3,64,transportista4
2/8/2022,producte3,client5,desti6,62,transportista5
3/29/2023,producte3,client2,desti,62,transportista2
4/6/2024,producte4,client2,desti2,86,transportista2
10/20/2024,producte6,client2,desti,54,transportista5
12/7/2022,producte4,client5,desti6,54,transportista4
12/6/2023,producte5,client4,desti,95,transportista1
12/19/2024,producte5,client6,desti6,71,transportista5
3/6/2024,producte2,client1,desti5,82,transportista3
5/14/2023,producte1,client2,desti5,67,transportista5
1/7/2022,producte2,client1,desti3,98,transportista6
5/14/2022,producte1,client6,desti3,63,transportista1
3/27/2024,producte6,client4,desti6,64,transportista2
2/22/2023,producte1,client6,desti2,52,transportista6
9/8/2023,producte5,client4,desti5,54,transportista2
11/23/2024,producte6,client2,desti,87,transportista3
12/13/2024,producte2,client3,desti2,67,transportista6
6/12/2024,producte2,client6,desti5,64,transportista4
7/4/2024,producte5,client3,desti6,86,transportista4
9/11/2023,producte4,client1,desti4,70,transportista4
10/16/2023,producte2,client6,desti3,86,transportista1
1/25/2024,producte4,client3,desti2,77,transportista5
1/6/2023,producte4,client3,desti4,87,transportista4
5/29/2022,producte4,client1,desti6,72,transportista4
11/22/2022,producte2,client1,desti2,95,transportista6
9/2/2024,producte6,client6,desti3,95,transportista1
2/17/2022,producte3,client4,desti4,76,transportista2
6/29/2024,producte4,client4,desti,73,transportista5
7/12/2024,producte5,client4,desti,89,transportista4
11/24/2023,producte3,client6,desti,86,transportista2
5/27/2023,producte4,client5,desti5,92,transportista5
11/27/2023,producte4,client3,desti6,59,transportista3
11/13/2024,producte1,client1,desti4,80,transportista4
7/3/2023,producte6,client5,desti,69,transportista5
3/18/2024,producte5,client2,desti6,93,transportista5
11/21/2023,producte2,client5,desti6,99,transportista1
4/20/2022,producte3,client4,desti3,73,transportista5
9/14/2023,producte6,client6,desti5,73,transportista3
2/28/2024,producte1,client2,desti2,93,transportista2
6/18/2023,producte6,client5,desti6,81,transportista2
2/19/2022,producte2,client4,desti3,98,transportista2
10/6/2023,producte5,client6,desti6,69,transportista4
4/7/2022,producte2,client3,desti6,58,transportista6
5/16/2022,producte6,client4,desti,69,transportista3
4/11/2022,producte5,client3,desti2,55,transportista1
10/18/2024,producte3,client4,desti3,60,transportista2
9/11/2023,producte3,client6,desti4,82,transportista4
7/2/2024,producte2,client2,desti3,51,transportista3
8/17/2024,producte1,client4,desti6,78,transportista1
11/17/2023,producte4,client2,desti3,50,transportista6
1/8/2024,producte1,client6,desti2,54,transportista1
11/7/2022,producte3,client6,desti5,92,transportista4
12/14/2024,producte4,client2,desti5,80,transportista5
9/1/2024,producte3,client6,desti3,74,transportista6
10/25/2022,producte3,client3,desti3,66,transportista4
6/23/2023,producte5,client2,desti,62,transportista5
3/20/2023,producte4,client1,desti4,63,transportista1
2/22/2024,producte5,client6,desti4,72,transportista2
1/2/2024,producte3,client5,desti,55,transportista1
10/23/2022,producte5,client5,desti4,89,transportista1
8/24/2024,producte1,client6,desti6,65,transportista3
12/27/2022,producte1,client2,desti3,76,transportista6
4/15/2024,producte5,client2,desti2,80,transportista1
4/1/2023,producte2,client2,desti4,80,transportista3
10/3/2022,producte6,client5,desti2,78,transportista6
8/21/2024,producte3,client5,desti2,98,transportista3
5/12/2022,producte4,client5,desti5,51,transportista5
7/25/2023,producte1,client6,desti,52,transportista4
9/20/2023,producte3,client5,desti6,62,transportista2
9/7/2023,producte3,client1,desti2,77,transportista2
3/19/2023,producte2,client5,desti6,67,transportista6
10/4/2024,producte4,client3,desti4,71,transportista4
4/15/2022,producte1,client6,desti3,77,transportista6
7/1/2024,producte4,client5,desti3,83,transportista3
2/20/2023,producte3,client1,desti6,92,transportista2
10/28/2023,producte6,client5,desti5,56,transportista1
7/12/2023,producte4,client5,desti,71,transportista6
8/8/2024,producte5,client2,desti4,65,transportista5
4/11/2022,producte6,client1,desti,59,transportista5
3/3/2023,producte2,client3,desti2,61,transportista2
7/1/2022,producte2,client5,desti4,68,transportista1
3/8/2024,producte3,client4,desti,79,transportista2
3/19/2023,producte6,client2,desti3,91,transportista5
1/5/2024,producte6,client3,desti2,58,transportista3
12/11/2023,producte1,client6,desti4,84,transportista3
2/26/2023,producte6,client3,desti,89,transportista5
8/17/2024,producte2,client3,desti5,76,transportista4
9/19/2022,producte1,client2,desti2,99,transportista6
8/7/2023,producte2,client5,desti2,98,transportista3
4/12/2022,producte6,client2,desti3,53,transportista4
2/9/2024,producte6,client5,desti5,69,transportista5
6/5/2023,producte2,client5,desti6,100,transportista3
12/29/2023,producte2,client4,desti6,55,transportista6
3/3/2022,producte6,client6,desti3,90,transportista6
12/6/2024,producte3,client5,desti6,63,transportista4
7/30/2022,producte6,client2,desti3,69,transportista5
6/4/2023,producte3,client1,desti2,50,transportista1
12/13/2023,producte1,client3,desti3,80,transportista6
8/9/2022,producte2,client2,desti5,91,transportista3
7/29/2022,producte5,client1,desti2,99,transportista3
11/13/2024,producte3,client5,desti2,96,transportista2
9/22/2024,producte6,client5,desti3,89,transportista2
9/13/2022,producte5,client3,desti6,52,transportista3
5/15/2024,producte2,client2,desti6,82,transportista2
2/23/2023,producte3,client5,desti2,62,transportista5
6/20/2024,producte2,client4,desti5,84,transportista5
4/7/2022,producte1,client4,desti5,55,transportista6
3/17/2022,producte1,client5,desti3,69,transportista3
12/10/2023,producte2,client4,desti3,67,transportista4
10/27/2024,producte6,client4,desti4,78,transportista5
12/20/2024,producte4,client3,desti,59,transportista5
3/15/2022,producte5,client2,desti5,75,transportista5
10/20/2024,producte1,client6,desti6,98,transportista6
11/16/2024,producte1,client5,desti4,81,transportista2
4/28/2022,producte1,client2,desti4,53,transportista5
10/4/2024,producte5,client2,desti4,68,transportista6
8/4/2023,producte5,client4,desti6,74,transportista3
7/29/2023,producte2,client6,desti6,68,transportista6
2/5/2022,producte3,client3,desti6,98,transportista1
3/24/2022,producte4,client5,desti5,72,transportista1
8/1/2024,producte5,client2,desti2,71,transportista4
10/17/2023,producte2,client6,desti2,61,transportista3
7/18/2022,producte5,client3,desti3,77,transportista1
7/29/2023,producte4,client6,desti5,73,transportista5
9/19/2022,producte3,client4,desti4,75,transportista3
7/21/2022,producte1,client4,desti3,60,transportista1
2/17/2023,producte4,client3,desti3,55,transportista5
7/26/2023,producte5,client3,desti,78,transportista6
3/10/2022,producte3,client1,desti4,60,transportista1
6/21/2023,producte3,client2,desti5,60,transportista3
12/23/2023,producte3,client1,desti6,92,transportista6
1/19/2022,producte3,client6,desti,81,transportista6
